122672,122672,35,81,"aprovado","2014-04-04 00:53:46","2014-04-04 00:53:46"
122673,122673,33,82,"aprovado","2014-04-04 02:25:53","2014-04-04 02:25:53"
122676,122676,35,83,"aprovado","2014-04-04 09:31:29","2014-04-04 09:31:29"
122687,122687,8,84,"aprovado","2014-04-04 10:32:07","2014-04-04 10:32:07"
122689,122689,37,85,"aprovado","2014-04-04 10:46:43","2014-04-04 10:46:43"
122690,122690,37,85,"aprovado","2014-04-04 10:46:43","2014-04-04 10:46:43"
122691,122691,8,86,"aprovado","2014-04-04 11:00:19","2014-04-04 11:00:19"
122692,122692,8,86,"aprovado","2014-04-04 11:00:19","2014-04-04 11:00:19"
122693,122693,34,87,"aprovado","2014-04-04 11:34:06","2014-04-04 11:34:06"
122694,122694,35,88,"aprovado","2014-04-04 14:20:45","2014-04-04 14:20:45"
122695,122695,35,88,"aprovado","2014-04-04 14:20:45","2014-04-04 14:20:45"
122696,122696,37,89,"aprovado","2014-04-04 14:30:23","2014-04-04 14:30:23"
122697,122697,37,89,"aprovado","2014-04-04 14:30:23","2014-04-04 14:30:23"
122698,122698,16,90,"aprovado","2014-04-04 14:44:35","2014-04-04 14:44:35"
122704,122704,36,91,"aprovado","2014-04-04 16:27:06","2014-04-04 16:27:06"
122705,122705,35,92,"aprovado","2014-04-04 16:43:52","2014-04-04 16:43:52"
122706,122706,35,92,"aprovado","2014-04-04 16:43:52","2014-04-04 16:43:52"
122717,122717,28,93,"aprovado","2014-04-04 17:19:36","2014-04-04 17:19:36"
122718,122718,35,94,"aprovado","2014-04-04 17:21:11","2014-04-04 17:21:11"
122719,122719,35,94,"aprovado","2014-04-04 17:21:11","2014-04-04 17:21:11"
122720,122720,16,95,"aprovado","2014-04-04 18:08:49","2014-04-04 18:08:49"
122721,122721,16,95,"aprovado","2014-04-04 18:08:49","2014-04-04 18:08:49"
122722,122722,16,95,"aprovado","2014-04-04 18:08:49","2014-04-04 18:08:49"
122723,122723,16,95,"aprovado","2014-04-04 18:08:49","2014-04-04 18:08:49"
122724,122724,6,96,"aprovado","2014-04-04 18:16:59","2014-04-04 18:16:59"
122728,122728,20,97,"aprovado","2014-04-04 20:59:04","2014-04-04 20:59:04"
122730,122730,20,98,"aprovado","2014-04-04 21:29:11","2014-04-04 21:29:11"
122731,122731,20,98,"aprovado","2014-04-04 21:29:11","2014-04-04 21:29:11"
122734,122734,20,99,"aprovado","2014-04-04 21:51:03","2014-04-04 21:51:03"
122735,122735,6,100,"aprovado","2014-04-04 22:31:17","2014-04-04 22:31:17"
122739,122739,37,101,"aprovado","2014-04-05 09:58:51","2014-04-05 09:58:51"
122740,122740,37,101,"aprovado","2014-04-05 09:58:51","2014-04-05 09:58:51"
122741,122741,35,102,"aprovado","2014-04-05 11:24:33","2014-04-05 11:24:33"
122742,122742,35,102,"aprovado","2014-04-05 11:24:33","2014-04-05 11:24:33"
122743,122743,35,102,"aprovado","2014-04-05 11:24:33","2014-04-05 11:24:33"
122744,122744,35,102,"aprovado","2014-04-05 11:24:33","2014-04-05 11:24:33"
122745,122745,32,103,"aprovado","2014-04-05 12:05:14","2014-04-05 12:05:14"
122748,122748,35,104,"aprovado","2014-04-05 14:09:31","2014-04-05 14:09:31"
122757,122757,35,105,"aprovado","2014-04-05 21:21:53","2014-04-05 21:21:53"
122758,122758,35,105,"aprovado","2014-04-05 21:21:53","2014-04-05 21:21:53"
122759,122759,90,504,"aprovado","2014-05-13 09:48:51","2014-05-13 09:48:51"
122760,122760,90,504,"aprovado","2014-05-13 09:48:51","2014-05-13 09:48:51"
122761,122761,3,106,"aprovado","2014-04-05 23:34:20","2014-04-05 23:34:20"
122762,122762,35,107,"aprovado","2014-04-05 23:42:04","2014-04-05 23:42:04"
122763,122763,35,107,"aprovado","2014-04-05 23:42:04","2014-04-05 23:42:04"
122764,122764,35,107,"aprovado","2014-04-05 23:42:04","2014-04-05 23:42:04"
122765,122765,35,107,"aprovado","2014-04-05 23:42:04","2014-04-05 23:42:04"
122766,122766,35,107,"aprovado","2014-04-05 23:42:04","2014-04-05 23:42:04"
122767,122767,35,107,"aprovado","2014-04-05 23:42:04","2014-04-05 23:42:04"
122768,122768,35,107,"aprovado","2014-04-05 23:42:04","2014-04-05 23:42:04"
122770,122770,35,108,"aprovado","2014-04-06 03:59:11","2014-04-06 03:59:11"
122771,122771,35,108,"aprovado","2014-04-06 03:59:11","2014-04-06 03:59:11"
122772,122772,35,108,"aprovado","2014-04-06 03:59:11","2014-04-06 03:59:11"
122773,122773,35,108,"aprovado","2014-04-06 03:59:11","2014-04-06 03:59:11"
122782,122782,37,109,"aprovado","2014-04-06 08:20:26","2014-04-06 08:20:26"
122783,122783,37,109,"aprovado","2014-04-06 08:20:26","2014-04-06 08:20:26"
122784,122784,35,110,"aprovado","2014-04-06 10:05:05","2014-04-06 10:05:05"
122785,122785,35,110,"aprovado","2014-04-06 10:05:05","2014-04-06 10:05:05"
122790,122790,35,111,"aprovado","2014-04-06 11:30:23","2014-04-06 11:30:23"
122791,122791,35,111,"aprovado","2014-04-06 11:30:23","2014-04-06 11:30:23"
122792,122792,35,112,"aprovado","2014-04-06 11:59:52","2014-04-06 11:59:52"
122794,122794,35,113,"aprovado","2014-04-06 13:19:19","2014-04-06 13:19:19"
122795,122795,35,113,"aprovado","2014-04-06 13:19:19","2014-04-06 13:19:19"
122796,122796,4,114,"aprovado","2014-04-06 13:38:33","2014-04-06 13:38:33"
122797,122797,16,115,"aprovado","2014-04-06 13:51:47","2014-04-06 13:51:47"
122798,122798,35,116,"aprovado","2014-04-06 13:57:21","2014-04-06 13:57:21"
122799,122799,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122800,122800,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122801,122801,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122802,122802,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122803,122803,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122804,122804,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122805,122805,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122806,122806,37,117,"aprovado","2014-04-06 14:54:36","2014-04-06 14:54:36"
122809,122809,6,118,"aprovado","2014-04-06 15:25:02","2014-04-06 15:25:02"
122810,122810,35,119,"aprovado","2014-04-06 15:31:36","2014-04-06 15:31:36"
122811,122811,35,119,"aprovado","2014-04-06 15:31:36","2014-04-06 15:31:36"
122812,122812,37,120,"aprovado","2014-04-06 16:09:58","2014-04-06 16:09:58"
122815,122815,35,121,"aprovado","2014-04-06 17:34:12","2014-04-06 17:34:12"
122816,122816,35,121,"aprovado","2014-04-06 17:34:12","2014-04-06 17:34:12"
122817,122817,35,121,"aprovado","2014-04-06 17:34:12","2014-04-06 17:34:12"
122818,122818,25,122,"aprovado","2014-04-06 19:26:18","2014-04-06 19:26:18"
122819,122819,23,123,"aprovado","2014-04-06 19:26:44","2014-04-06 19:26:44"
122820,122820,23,124,"aprovado","2014-04-06 19:30:17","2014-04-06 19:30:17"
122821,122821,35,125,"aprovado","2014-04-06 20:13:34","2014-04-06 20:13:34"
122822,122822,35,125,"aprovado","2014-04-06 20:13:34","2014-04-06 20:13:34"
122823,122823,35,126,"aprovado","2014-04-06 20:14:42","2014-04-06 20:14:42"
122824,122824,35,126,"aprovado","2014-04-06 20:14:42","2014-04-06 20:14:42"
122825,122825,16,127,"aprovado","2014-04-06 21:38:40","2014-04-06 21:38:40"
122826,122826,35,128,"aprovado","2014-04-06 22:02:39","2014-04-06 22:02:39"
122827,122827,6,129,"aprovado","2014-04-06 22:28:21","2014-04-06 22:28:21"
122828,122828,18,130,"aprovado","2014-04-06 22:35:49","2014-04-06 22:35:49"
122831,122831,35,131,"aprovado","2014-04-06 23:34:25","2014-04-06 23:34:25"
122832,122832,35,131,"aprovado","2014-04-06 23:34:25","2014-04-06 23:34:25"
122833,122833,35,132,"aprovado","2014-04-06 23:37:50","2014-04-06 23:37:50"
122834,122834,35,132,"aprovado","2014-04-06 23:37:50","2014-04-06 23:37:50"
122835,122835,35,133,"aprovado","2014-04-06 23:41:00","2014-04-06 23:41:00"
122836,122836,35,133,"aprovado","2014-04-06 23:41:00","2014-04-06 23:41:00"
122838,122838,35,134,"aprovado","2014-04-07 09:05:56","2014-04-07 09:05:56"
122857,122857,13,135,"aprovado","2014-04-07 10:43:45","2014-04-07 10:43:45"
122858,122858,37,136,"aprovado","2014-04-07 10:48:58","2014-04-07 10:48:58"
122868,122868,37,137,"aprovado","2014-04-07 11:00:18","2014-04-07 11:00:18"
122869,122869,37,137,"aprovado","2014-04-07 11:00:18","2014-04-07 11:00:18"
122870,122870,15,138,"aprovado","2014-04-07 11:32:09","2014-04-07 11:32:09"
122871,122871,35,139,"aprovado","2014-04-07 11:45:29","2014-04-07 11:45:29"
122872,122872,15,140,"aprovado","2014-04-07 11:52:58","2014-04-07 11:52:58"
122873,122873,35,141,"aprovado","2014-04-07 12:12:39","2014-04-07 12:12:39"
122874,122874,28,142,"aprovado","2014-04-07 12:17:25","2014-04-07 12:17:25"
122909,122909,16,143,"aprovado","2014-04-07 14:25:00","2014-04-07 14:25:00"
122912,122912,35,144,"aprovado","2014-04-07 14:54:21","2014-04-07 14:54:21"
122913,122913,35,144,"aprovado","2014-04-07 14:54:21","2014-04-07 14:54:21"
122914,122914,35,145,"aprovado","2014-04-07 15:13:26","2014-04-07 15:13:26"
122915,122915,35,145,"aprovado","2014-04-07 15:13:26","2014-04-07 15:13:26"
122916,122916,30,146,"aprovado","2014-04-07 15:22:52","2014-04-07 15:22:52"
122917,122917,30,146,"aprovado","2014-04-07 15:22:52","2014-04-07 15:22:52"
122918,122918,30,146,"aprovado","2014-04-07 15:22:52","2014-04-07 15:22:52"
